License Number,Full Name,NPN Number,Residency Type,License Status,License Issue Date,Business City,Business State,Business Zip,Business County
W805415,DAY ADJUSTING LLC,"=""19544933""",Resident,VALID,11/18/2021 12:00:00 AM,NAPLES,FL,"=""34102""",Collier
W805416,RELIANT ADJUSTERS GROUP INC,"=""16503699""",Resident,VALID,11/18/2021 12:00:00 AM,BOCA RATON,FL,"=""33432""",Palm Beach
W805417,NEJAME CLAIMS ADJUSTING INC.,"=""20148919""",Resident,VALID,11/18/2021 12:00:00 AM,MAITLAND,FL,"=""32751""",Seminole
W805419,SPECIALTY PUBLIC ADJUSTERS INC.,"=""20148953""",Resident,VALID,11/18/2021 12:00:00 AM,DORAL,FL,"=""33172""",Dade
W805420,BROTHERLY CLAIMS CONSULTANTS LLC,"=""20148883""",Resident,VALID,11/18/2021 12:00:00 AM,HOMESTEAD,FL,"=""33034""",Dade
W805489,QUICK CLAIMS CONSULTANTS CORP.,"=""20148897""",Resident,VALID,11/18/2021 12:00:00 AM,MIAMI,FL,"=""33142""",Dade
W806006,"CLAIMPROS, LLC.","=""20150220""",Resident,VALID,11/19/2021 12:00:00 AM,BOYNTON BEACH,FL,"=""33426""",Palm Beach
W806007,"CAPITAL CLAIMS, LLC","=""20150205""",Resident,VALID,11/19/2021 12:00:00 AM,JUPITER,FL,"=""33458""",Martin
W806008,GLOBE MIDWEST ADJUSTERS INTERNATIONAL,"=""7222963""",Non-Resident,VALID,11/19/2021 12:00:00 AM,SOUTHFIELD,MI,"=""48034""",
W806222,ELEMENTS U.S.A ADJUSTING,"=""20152889""",Resident,VALID,11/22/2021 12:00:00 AM,HOLLYWOOD,FL,"=""33020""",Broward
W806010,SEPIA GROUP LLC,"=""20150209""",Resident,VALID,11/19/2021 12:00:00 AM,ST AUGUSTINE,FL,"=""32086""",St. Johns
W806013,ACTION PUBLIC ADJUSTERS LLC,"=""20150243""",Resident,VALID,11/19/2021 12:00:00 AM,HALLANDALE BEACH,FL,"=""33312""",Broward
W806014,TOPLINE CLAIMS SERVICES,"=""20150201""",Resident,VALID,11/19/2021 12:00:00 AM,LIGHTHOUSE POINT,FL,"=""33064""",Broward
W806230,FOX PUBLIC INSURANCE ADJUSTERS INC,"=""20152855""",Resident,VALID,11/22/2021 12:00:00 AM,MELBOURNE BEACH,FL,"=""32951""",Brevard
W806266,"HURRY CLAIM PUBLIC ADJUSTERS LLC,","=""20152860""",Resident,VALID,11/22/2021 12:00:00 AM,MIAMI,FL,"=""33196""",Dade
W806017,RELIANT PUBLIC ADJUSTERS LLC,"=""20150237""",Resident,VALID,11/19/2021 12:00:00 AM,NAPLES,FL,"=""34110""",Collier
W807644,MIAMI PUBLIC ADJUSTERS,"=""20158632""",Resident,VALID,11/29/2021 12:00:00 AM,MIAMI,FL,"=""33143""",Dade
W805811,RELIANT INSURANCE ADJUSTERS LLC,"=""20150200""",Resident,VALID,11/19/2021 12:00:00 AM,BOCA RATON,FL,"=""33434""",Palm Beach
W844159,MOREAU CONSULTANTS,"=""8096478""",Resident,VALID,4/1/2022 12:00:00 AM,MIAMI,FL,"=""33155""",Dade
W825326,YOUR ADJUSTING TEAM,"=""20224877""",Resident,VALID,2/2/2022 12:00:00 AM,HOLT,FL,"=""32564""",Okaloosa
W847513,"COUTRAS & ASSOCIATES, LLC","=""20300226""",Non-Resident,VALID,4/13/2022 12:00:00 AM,LEBANON,TN,"=""37087""",
W829302,BARCLAYS PUBLIC ADJUSTERS,"=""20238305""",Resident,VALID,2/15/2022 12:00:00 AM,BOCA RATON,FL,"=""33487""",Palm Beach
W827979,ARMADA PUBLIC ADJUSTING,"=""20233706""",Resident,VALID,2/10/2022 12:00:00 AM,SPRING HILL,FL,"=""34606""",Hernando
W829216,MUNRA PUBLIC ADJUSTER,"=""20238304""",Resident,VALID,2/15/2022 12:00:00 AM,MIAMI,FL,"=""33166""",Dade
W833350,"CMC CLAIM CONSULTANTS, INC.","=""8201946""",Resident,VALID,2/28/2022 12:00:00 AM,PINECREST,FL,"=""33156""",Dade
W861855,STAR PUBLIC ADJUSTERS INC.,"=""20346307""",Resident,VALID,5/26/2022 12:00:00 AM,"MIAMI, FL",FL,"=""33165""",Dade
W831623,"USA DAMAGE CLAIMS SERVICES, LLC","=""20246174""",Resident,VALID,2/22/2022 12:00:00 AM,MIAMI,FL,"=""33146""",Dade
W831601,METRO PUBLIC ADJUSTMENT INC,"=""2014242""",Non-Resident,VALID,2/22/2022 12:00:00 AM,BENSALEM,PA,"=""	19020""",
W835853,DORSA AND ASSOCIATES LLC,"=""17810988""",Resident,VALID,3/7/2022 12:00:00 AM,ESTERO,FL,"=""33928""",Lee
W840086,CENTRAL FLORIDA CLAIMS INC.,"=""20274744""",Resident,VALID,3/21/2022 12:00:00 AM,MINNEOLA,FL,"=""34715""",Lake
W826144,ADVANTAGE PA INC,"=""20227528""",Resident,VALID,2/4/2022 12:00:00 AM,MIRAMAR,FL,"=""33023""",Broward
W853821,"THE CLAIM EXPERTS, LLC","=""20319719""",Resident,VALID,5/2/2022 12:00:00 AM,FT. LAUDERDALE,FL,"=""33332""",Broward
W841191,AWARE OWNER LLC,"=""16931165""",Non-Resident,VALID,3/23/2022 12:00:00 AM,MESA,AZ,"=""85209""",
W841183,"S.W.A.T., LLC","=""20105445""",Resident,VALID,3/23/2022 12:00:00 AM,WINTER SPRINGS,FL,"=""32708""",Seminole
W841188,SKY PROPERTY CLAIMS ADJUSTING,"=""20277652""",Resident,VALID,3/23/2022 12:00:00 AM,PEMBROKE PINES,FL,"=""33028""",Broward
W844279,SECURE CLAIMS GROUP LLC,"=""20287944""",Resident,VALID,4/1/2022 12:00:00 AM,HOLLYWOOD,FL,"=""33020""",Broward
W828254,UNITED DAMAGE ADJUSTERS,"=""20234966""",Resident,VALID,2/11/2022 12:00:00 AM,HOLLYWOOD,FL,"=""33021""",Broward
W845921,FH ADJUSTING INC,"=""20294467""",Resident,VALID,4/7/2022 12:00:00 AM,GENEVA,FL,"=""32732""",Seminole
W838619,"CRUCIAL CLAIMS, INC.","=""20268860""",Resident,VALID,3/15/2022 12:00:00 AM,LUTZ,FL,"=""33558""",Hillsborough
W830997,"PREFERRED ADJUSTING SERVICES, LLC","=""16185635""",Resident,VALID,2/21/2022 12:00:00 AM,CORAL GABLES,FL,"=""33134""",Dade
W839615,DASH PUBLIC ADJUSTERS,"=""20273059""",Resident,VALID,3/18/2022 12:00:00 AM,WEST PALM BEACH,FL,"=""33409""",Palm Beach
W831181,TITAN PUBLIC ADJUSTING LLC,"=""20243904""",Resident,VALID,2/21/2022 12:00:00 AM,MIAMI,FL,"=""33165""",Dade
W826432,"ECHELON PUBLIC ADJUSTING, LLC","=""20229644""",Resident,VALID,2/7/2022 12:00:00 AM,BOCA RATON,FL,"=""33433""",Palm Beach
W856039,TRIDENT PUBLIC ADJUSTERS,"=""20327420""",Resident,VALID,5/9/2022 12:00:00 AM,HOWEY-IN-THE-HILLS,FL,"=""34737""",Orange
W851002,CLAIMS ADVOCATE RESOLUTION EXPERTS LLC,"=""20310263""",Resident,VALID,4/22/2022 12:00:00 AM,"ORLANDO, FL",FL,"=""32819""",Orange
W827088,"SYNERGY PUBLIC ADJUSTERS, INC.","=""20232394""",Resident,VALID,2/9/2022 12:00:00 AM,BOCA RATON,FL,"=""33486""",Palm Beach
W835291,CFS PUBLIC ADJUSTERS LLC,"=""20257744""",Resident,VALID,3/4/2022 12:00:00 AM,ORLANDO,FL,"=""32819""",Orange
W856542,CLAIMS ADJUSTER LLC,"=""20328846""",Resident,VALID,5/10/2022 12:00:00 AM,MIAMI,FL,"=""33179""",Dade
W851723,PRIMESTATE PUBLIC ADJUSTERS,"=""8095798""",Resident,VALID,4/26/2022 12:00:00 AM,CORAL GABLES,FL,"=""33133""",Dade
W851401,"FAIR CLAIMS, LLC","=""20312120""",Resident,VALID,4/25/2022 12:00:00 AM,JENSEN BEACH,FL,"=""34957""",Martin
W851402,ALEX N. SILL CO.,"=""2014390""",Non-Resident,VALID,4/25/2022 12:00:00 AM,CLEVELAND,OH,"=""44131""",
W840088,TUTWILER & ASSOCIATES PUBLIC ADJUSTERS INC,"=""15816193""",Resident,VALID,3/21/2022 12:00:00 AM,TAMPA,FL,"=""336074186""",Hillsborough
W848476,SPEED CLAIMS,"=""20301758""",Resident,VALID,4/14/2022 12:00:00 AM,MIAMI,FL,"=""33166""",Dade
W840084,"WOLF PUBLIC ADJUSTERS, LLC","=""20274743""",Resident,VALID,3/21/2022 12:00:00 AM,MIAMI,FL,"=""33122""",Dade
W861222,ULTRA PROPERTY DAMAGE SOLUTIONS CORP,"=""20344937""",Resident,VALID,5/25/2022 12:00:00 AM,FORT LAUDERDALE,FL,"=""33312""",Broward
W827377,PROSPERITY PUBLIC ADJUSTERS LLC,"=""20232369""",Resident,VALID,2/9/2022 12:00:00 AM,WEST LAKE,FL,"=""33470""",Palm Beach
W860961,HOMEOWNER CLAIMS HELP INC,"=""20343509""",Resident,VALID,5/24/2022 12:00:00 AM,NEW PORT RICHEY,FL,"=""34654""",Pasco
W862432,SPACE COAST PUBLIC ADJUSTERS,"=""20349508""",Resident,VALID,5/31/2022 12:00:00 AM,COCOA,FL,"=""32927""",Brevard
W856713,CLAIMS PRO USA,"=""20330231""",Resident,VALID,5/11/2022 12:00:00 AM,ST CLOUD,FL,"=""34772""",Osceola
W863708,INTEGRITY CLAIMS CONSULTANTS,"=""20356186""",Resident,VALID,6/3/2022 12:00:00 AM,FORT MYERS,FL,"=""33913""",Lee
W863709,ANCIENT CITY ADJUSTERS,"=""20356189""",Resident,VALID,6/3/2022 12:00:00 AM,ST. AUGUSTINE,FL,"=""32084""",St. Johns
W866665,R-D ADJUSTING LLC,"=""20363614""",Resident,VALID,6/13/2022 12:00:00 AM,FORT PIERCE,FL,"=""34982""",St. Lucie
W866178,"READJUSTED, LLC","=""20361484""",Resident,VALID,6/10/2022 12:00:00 AM,CAPE CORAL,FL,"=""33904""",Lee
W866580,"JANSEN/ADJUSTERS INTERNATIONAL, LLC","=""18295990""",Non-Resident,VALID,6/13/2022 12:00:00 AM,HOUSTON,TX,"=""77067""",
W840150,FLORIDA PROPERTY DAMAGE CONSULTING,"=""20274691""",Resident,VALID,3/21/2022 12:00:00 AM,LAUDERHILL,FL,"=""33351""",Broward
W864208,VICTORY CLAIMS CONSULTING LLC,"=""19737519""",Resident,VALID,6/6/2022 12:00:00 AM,WELLINGTON,FL,"=""33411""",Palm Beach
W840353,AMERICAN CLAIM SOLUTION LLC DBA FIRST CLAIM,"=""20274728""",Resident,VALID,3/21/2022 12:00:00 AM,DORAL,FL,"=""33122""",Dade
W859526,TRUST PUBLIC ADJUSTING GROUP,"=""20339226""",Resident,VALID,5/19/2022 12:00:00 AM,DAYTONA BEACH FLORIDA,FL,"=""32118""",Volusia
W864362,"CENTRAL FLORIDA PUBLIC ADJUSTERS II, INC","=""20356175""",Resident,VALID,6/6/2022 12:00:00 AM,SPRING HILL,FL,"=""34609""",Hernando
W863408,ELITE CLAIMS ADJUSTERS LLC,"=""20352370""",Resident,VALID,6/2/2022 12:00:00 AM,HIALEAH,FL,"=""33010""",Dade
W846832,MAPLE LEAF PUBLIC ADJUSTERS,"=""20297161""",Resident,VALID,4/11/2022 12:00:00 AM,CORAL SPRINGS,FL,"=""33076""",Broward
W865188,"ADEMAR THE PUBLIC ADJUSTING FIRM, INC.","=""8203071""",Resident,VALID,6/8/2022 12:00:00 AM,MIAMI,FL,"=""33175""",Dade
W863472,"FLORIDA ALLSTAR PUBLIC ADJUSTING, INC.","=""20352357""",Resident,VALID,6/2/2022 12:00:00 AM,FT LAUDERDALE,FL,"=""33327""",Broward
W870148,TRUPOINT PUBLIC ADJUSTERS,"=""20374920""",Resident,VALID,6/23/2022 12:00:00 AM,FORT LAUDERDALE,FL,"=""33309""",Broward
W865005,ALL DADE PUBLIC ADJUSTERS LLC,"=""20357463""",Resident,VALID,6/7/2022 12:00:00 AM,NORTH MIAMI,FL,"=""33181""",Dade
W867595,INTERSTATE ADJUSTERS INC.,"=""15886885""",Non-Resident,VALID,6/15/2022 12:00:00 AM,GARDEN CITY,NY,"=""11530""",
W858587,CLAIM PARTNER,"=""20336345""",Resident,VALID,5/17/2022 12:00:00 AM,MIAMI,FL,"=""33137""",Dade
W866165,"CONSUMER CLAIMS ASSOCIATES, INC.","=""20361504""",Resident,VALID,6/10/2022 12:00:00 AM,POMPANO BEACH,FL,"=""33062""",Broward
W863478,BEST CHOICE PUBLIC ADJUSTERS GROUP LLC,"=""20352354""",Resident,VALID,6/2/2022 12:00:00 AM,MIAMI,FL,"=""33142""",Dade
W842001,FIREHOUSE ADJUSTERS,"=""20280370""",Resident,VALID,3/25/2022 12:00:00 AM,PARKLAND,FL,"=""33067""",Broward
W865042,"ETREME PUBLIC ADJUSTERS, LLC.","=""20357467""",Resident,VALID,6/7/2022 12:00:00 AM,WINTER GARDEN,FL,"=""34787""",Orange
W865439,"RANCIATO PUBLIC ADJUSTERS GROUP, LLC","=""20358995""",Resident,VALID,6/8/2022 12:00:00 AM,WESLEY CHAPEL,FL,"=""33544""",Pasco
W865442,CLAIM ADVOCATE LLC,"=""20358988""",Resident,VALID,6/8/2022 12:00:00 AM,MIAMI,FL,"=""33170""",Dade
W832227,FLORIDA COASTAL CLAIMS LLC,"=""20248731""",Resident,VALID,2/24/2022 12:00:00 AM,CALLAHAN,FL,"=""32011""",Nassau
W863615,PREMIER PROPERTY ADJUSTERS,"=""20356174""",Resident,VALID,6/3/2022 12:00:00 AM,COOPER CITY,FL,"=""33026""",Broward
W863616,CADI CLAIMS INC,"=""8261453""",Resident,VALID,6/3/2022 12:00:00 AM,MIAMI,FL,"=""33155""",Dade
W864266,SIPE ADJUSTMENT GROUP,"=""7822583""",Non-Resident,VALID,6/6/2022 12:00:00 AM,TOMS RIVER,NJ,"=""08753""",
W846297,FORTIFIED CLAIMS SOLUTIONS INC.,"=""20295379""",Resident,VALID,4/8/2022 12:00:00 AM,WELLINGTON,FL,"=""33414""",Palm Beach
W858610,"M.C.PLIETZ, INC","=""20336348""",Resident,VALID,5/17/2022 12:00:00 AM,MIAMI,FL,"=""33155""",Dade
W861691,MJL PUBLIC ADJUSTING & CONSULTING LLC,"=""20346317""",Resident,VALID,5/26/2022 12:00:00 AM,LOXAHATCHEE,FL,"=""33470""",Palm Beach
W831220,"ORLANDO PUBLIC ADJUSTERS, LLC.","=""20243903""",Resident,VALID,2/21/2022 12:00:00 AM,ORLANDO,FL,"=""32801""",Orange
W846670,EASY CLAIMS PUBLIC ADJUSTERS,"=""20297163""",Resident,VALID,4/11/2022 12:00:00 AM,KISSIMMEE,FL,"=""34744""",Osceola
W863280,QUEST PUBLIC INSURANCE ADJUSTERS,"=""20352366""",Resident,VALID,6/2/2022 12:00:00 AM,PALM BEACH GARDENS,FL,"=""33418""",Palm Beach
W887966,"PREMIER CLAIMS, LLC","=""18527733""",Non-Resident,VALID,8/17/2022 12:00:00 AM,OMAHA,NE,"=""68164""",
W836328,SNG INSURANCE CLAIMS SERVICE,"=""20261374""",Resident,VALID,3/8/2022 12:00:00 AM,MARGATE,FL,"=""33063""",Broward
W866168,COMPASS CLAIM CONSULTANTS,"=""20361495""",Resident,VALID,6/10/2022 12:00:00 AM,MIAMI SHORES,FL,"=""33138""",Dade
W866177,"PROPERTY CLAIM CONSULTANTS,INC","=""8095837""",Resident,VALID,6/10/2022 12:00:00 AM,MIAMI,FL,"=""33185""",Dade
W854764,LASER PUBLIC ADJUSTING,"=""20324243""",Resident,VALID,5/5/2022 12:00:00 AM,HOLLYWOOD,FL,"=""33012""",Broward
W863698,"SABEL ADJUSTERS, LLC","=""20356182""",Non-Resident,VALID,6/3/2022 12:00:00 AM,PLYMOUTH,MA,"=""02360""",
W866542,"BAY AREA PUBLIC ADJUSTER, INC","=""20363607""",Resident,VALID,6/13/2022 12:00:00 AM,DADE CITY,FL,"=""33525""",Pasco
W835752,"SUNSHINE STATE HOLDINGS & SERVICES, INC DBA ROSE &","=""20259500""",Resident,VALID,3/7/2022 12:00:00 AM,TAMPA,FL,"=""336262342""",Hillsborough
W835753,ELITE ADJUSTING INC,"=""20259488""",Resident,VALID,3/7/2022 12:00:00 AM,WINTER HAVEN,FL,"=""33881""",Polk
W837128,USA CLAIMS CONSULTANTS INC.,"=""20264313""",Resident,VALID,3/10/2022 12:00:00 AM,CORAL SPRINGS,FL,"=""33076""",Broward
W835754,"OPTIMUM PUBLIC ADJUSTERS, INC.","=""20259492""",Resident,VALID,3/7/2022 12:00:00 AM,DEERFIELD BEACH,FL,"=""33441""",Broward
W835755,"DIAMONDBACK PUBLIC ADJUSTERS,LLC","=""20259499""",Resident,VALID,3/7/2022 12:00:00 AM,ORLANDO,FL,"=""32839""",Orange
W837755,SOUTHERN SCOPES & SERVICES,"=""20266001""",Resident,VALID,3/13/2022 12:00:00 AM,LAKELAND,FL,"=""33801""",Polk
W835757,ESSENTIAL CLAIM CONSULTING INC.,"=""20259490""",Resident,VALID,3/7/2022 12:00:00 AM,PENSACOLA,FL,"=""32514""",Escambia
W837757,"RYAN CLAIMS & CONSULTING GROUP, INC DBA EXODUS PUBLIC ADJUSTERS","=""20265982""",Resident,VALID,3/13/2022 12:00:00 AM,WEST PALM BEACH,FL,"=""33411""",Palm Beach
W858880,CRAYTON ADJUSTING GROUP,"=""20336354""",Resident,VALID,5/17/2022 12:00:00 AM,ORLANDO,FL,"=""32817""",Orange
W837808,THE ORDMAN ELITE GROUP INC,"=""20267366""",Resident,VALID,3/14/2022 12:00:00 AM,ESTERO,FL,"=""33928""",Lee
W833474,TIER ONE PUBLIC ADJUSTERS INC,"=""19899654""",Resident,VALID,2/28/2022 12:00:00 AM,TAMPA,FL,"=""33615""",Lake
W845927,CRESTVIEW PUBLIC ADJUSTERS LLC,"=""19466367""",Non-Resident,VALID,4/7/2022 12:00:00 AM,HACKENSACK,NJ,"=""07601""",
W829625,SHEER INDEMNITY ADJUSTING LLC,"=""20239887""",Resident,VALID,2/16/2022 12:00:00 AM,FLAGLER BEACH,FL,"=""32136""",Flagler
W836684,CLAIM SOLVED PUBLIC ADJUSTER CORP,"=""20262889""",Resident,VALID,3/9/2022 12:00:00 AM,WESTON,FL,"=""33326""",Broward
W826556,P&S PUBLIC ADJUSTERS,"=""20229645""",Resident,VALID,2/7/2022 12:00:00 AM,MIAMI,FL,"=""33131""",Dade
W830241,YOURINSURANCECLAIM.COM,"=""20241421""",Resident,VALID,2/17/2022 12:00:00 AM,MIAMI,FL,"=""33131""",Dade
W862397,"ASSOCIATION ADJUSTING, LLC","=""20349507""",Resident,VALID,5/31/2022 12:00:00 AM,FT. LAUDERDALE,FL,"=""33301""",Broward
W831168,"KENT, MAYFAIR AND ASSOCIATES LLC","=""19730531""",Resident,VALID,2/21/2022 12:00:00 AM,TAMPA,FL,"=""33602""",Hillsborough
W829236,"ROBERT A. LUCAS AND ASSOCIATES, INC DBA LUCAS PROF","=""3686999""",Non-Resident,VALID,2/15/2022 12:00:00 AM,SUNAPEE,NH,"=""03782""",
W840269,GUARDIAN CLAIM SOLUTIONS,"=""20274699""",Resident,VALID,3/21/2022 12:00:00 AM,ORLANDO,FL,"=""32820""",Orange
W863292,"JUSTICE PUBLIC ADJUSTERS, LLC","=""20003902""",Resident,VALID,6/2/2022 12:00:00 AM,WESTON,FL,"=""33326""",Broward
W862875,HOLLYWOOD PUBLIC ADJUSTERS LLC,"=""20350927""",Resident,VALID,6/1/2022 12:00:00 AM,HOLLYWOOD,FL,"=""33020""",Broward
W864350,AFFILIATED ADJUSTMENT GROUP OF FLORIDA LLC,"=""20356173""",Non-Resident,VALID,6/6/2022 12:00:00 AM,LAKE SUCCESS,NY,"=""11042""",
W844799,DON BRITT PUBLIC ADJUSTER,"=""20289897""",Resident,VALID,4/4/2022 12:00:00 AM,NAVARRE,FL,"=""32566""",Santa Rosa
W847588,FTC PUBLIC ADJUSTERS,"=""20300242""",Resident,VALID,4/13/2022 12:00:00 AM,PEMBROKE PINES,FL,"=""33027""",Broward
W829864,"RODRIGUEZ CLAIM CONSULTANTS, INC.","=""8277938""",Resident,VALID,2/16/2022 12:00:00 AM,HOMESTEAD,FL,"=""33033""",Dade
W838456,PROPERTY AND CASUALTY LOSS ADJUSTERS,"=""20268876""",Resident,VALID,3/15/2022 12:00:00 AM,MIAMI,FL,"=""33155""",Dade
W828842,MEDALLION CLAIMS CONSULTANTS INC.,"=""20236849""",Resident,VALID,2/14/2022 12:00:00 AM,LAKELAND,FL,"=""33801""",Polk
W856806,PRIVATE CLIENTS PA,"=""20330227""",Resident,VALID,5/11/2022 12:00:00 AM,AVENTURA,FL,"=""33180""",Dade
W837500,1-STOP PUBLIC ADJUSTING SERVICES,"=""20265543""",Resident,VALID,3/11/2022 12:00:00 AM,BOCA RATON,FL,"=""33432""",Palm Beach
W854138,"NEW PATH ADJUSTING GROUP, INC","=""20321243""",Resident,VALID,5/3/2022 12:00:00 AM,MIAMI,FL,"=""33158""",Dade
W838482,"TROPICAL LOSS CONSULTANTS, INC","=""20268887""",Resident,VALID,3/15/2022 12:00:00 AM,LAKE WORTH,FL,"=""334636858""",Palm Beach
W840851,"THE PROPERTY DAMAGE AUTHORITY, LLC.","=""20276098""",Resident,VALID,3/22/2022 12:00:00 AM,APOPKA,FL,"=""32712""",Orange
W855616,"FOUNTAINHEAD PUBLIC ADJUSTERS, LLC","=""20325644""",Resident,VALID,5/6/2022 12:00:00 AM,PALM HARBOR,FL,"=""34683""",Pinellas
W851112,TRIUNFO INSURANCE CLAIMS,"=""20310269""",Resident,VALID,4/22/2022 12:00:00 AM,VERO BEACH,FL,"=""32962""",Indian River
W839488,A PLUS CLAIMS LLC,"=""20271644""",Resident,VALID,3/17/2022 12:00:00 AM,MIAMI,FL,"=""33016""",Dade
W858730,"AMERICAN ADJUSTING GROUP, LLC","=""20336341""",Resident,VALID,5/17/2022 12:00:00 AM,ST. PETERSBURG,FL,"=""33702""",Pinellas
W841520,"STRATEGIC CLAIM CONSULTANTS, LLC","=""18690127""",Resident,VALID,3/24/2022 12:00:00 AM,LUTZ,FL,"=""33558""",Hillsborough
W837756,"SARASOHN & COMPANY, INC.","=""20265984""",Resident,VALID,3/13/2022 12:00:00 AM,BOCA RATON,FL,"=""33432""",Palm Beach
W842999,HAPPY HOME CLAIMS,"=""20283780""",Resident,VALID,3/29/2022 12:00:00 AM,HOMESTEAD,FL,"=""33032""",Dade
W853748,"SUPREME PUBLIC ADJUSTORS, INC","=""20319478""",Resident,VALID,5/2/2022 12:00:00 AM,OLDSMAR,FL,"=""34677""",Pinellas
W834667,ORANGE PUBLIC ADJUSTERS,"=""20256469""",Resident,VALID,3/3/2022 12:00:00 AM,CLERMONT,FL,"=""34714""",Lake
W846175,KINGWELL CORP CLAIM ADJUSTING,"=""20295443""",Resident,VALID,4/8/2022 12:00:00 AM,DAVIE,FL,"=""33312""",Broward
W834680,"CONTINENTAL ADJUSTERS, INC.","=""9166849""",Non-Resident,VALID,3/3/2022 12:00:00 AM,MCKINNEY,TX,"=""75070""",
W836695,"PROPERTY CLAIM COUNSELORS, LLC","=""20262883""",Resident,VALID,3/9/2022 12:00:00 AM,PENSACOLA,FL,"=""32506""",Escambia
W849888,PREMIER CLAIMS CONSULTANT CORP,"=""20305818""",Resident,VALID,4/19/2022 12:00:00 AM,MIAMI,FL,"=""33186""",Dade
W870388,"MAG PUBLIC ADJUSTERS, INC","=""20374922""",Non-Resident,VALID,6/23/2022 12:00:00 AM,ROCKLAND,MA,"=""02370""",
W871102,YOUR PROPERTY ADJUSTER LLC,"=""20378183""",Resident,VALID,6/27/2022 12:00:00 AM,BELLEAIR,FL,"=""33756""",Pinellas
W865836,"MURPHY ETC CONSULTING, INC.","=""20360425""",Resident,VALID,6/9/2022 12:00:00 AM,BISCAYNE PARK,FL,"=""33161""",Dade
W866291,SUPREME CLAIM CONSULTANTS LLC,"=""20361493""",Resident,VALID,6/10/2022 12:00:00 AM,MIAMI,FL,"=""33172""",Dade
W869426,"STAR QUALITY CLAIMS, INC.","=""20371895""",Resident,VALID,6/21/2022 12:00:00 AM,MIAMI,FL,"=""33196""",Dade
W867864,"SCOPE & CLAIM, CO","=""8434383""",Resident,VALID,6/15/2022 12:00:00 AM,MIAMI,FL,"=""33186""",Dade
W868614,"RAMP PROGRAM, LLC","=""20369238""",Resident,VALID,6/17/2022 12:00:00 AM,LARGO,FL,"=""33777""",Pinellas
W868615,"BRIDGEPOINT GLOBAL ER,LLC","=""20369242""",Resident,VALID,6/17/2022 12:00:00 AM,LARGO,FL,"=""33777""",Pinellas
W867109,EASY CLAIMS PROFESSIONALS LLC,"=""20365088""",Resident,VALID,6/14/2022 12:00:00 AM,MIAMI,FL,"=""33183""",Dade
W871634,PIA OF FLORIDA,"=""20379834""",Resident,VALID,6/28/2022 12:00:00 AM,RIVERVIEW,FL,"=""33578""",Dade
W866142,JONATHAN CABRERA,"=""20361491""",Resident,VALID,6/10/2022 12:00:00 AM,MIAMI,FL,"=""33130""",Dade
W869253,AVIVA INSURANCE ADJUSTERS CORP,"=""20370622""",Resident,VALID,6/20/2022 12:00:00 AM,HUDSON,FL,"=""34667""",Pasco
W867554,"FAIR CLAIMS CONSULTANTS, LLC","=""20366466""",Resident,VALID,6/15/2022 12:00:00 AM,MIAMI,FL,"=""33193""",Dade
W867552,"COASTAL PUBLIC ADJUSTERS, LLC","=""20366463""",Resident,VALID,6/15/2022 12:00:00 AM,BOCA RATON,FL,"=""33431""",Palm Beach
W867998,J DAVIS INC. DBA STEADFAST PUBLIC ADJUSTERS,"=""20367974""",Resident,VALID,6/16/2022 12:00:00 AM,PARKLAND,FL,"=""330762886""",Broward
W882990,SYNERGY CLAIMS GROUP,"=""20415845""",Resident,VALID,8/3/2022 12:00:00 AM,OSPREY,FL,"=""34229""",Sarasota
W877648,FAIR CHANCE CLAIMS LLC,"=""18724157""",Resident,VALID,7/19/2022 12:00:00 AM,MIRAMAR BEACH,FL,"=""32550""",Walton
W883929,"THE FUSCO GROUP PARTNERS, INC. DBA WORLDCLAIM","=""15582334""",Non-Resident,VALID,8/5/2022 12:00:00 AM,NISKAYUNA,NY,"=""12309""",
W873560,ACCLAIM PUBLIC ADJUSTERS  INC.,"=""20386749""",Resident,VALID,7/6/2022 12:00:00 AM,CORAL GABLES,FL,"=""33134""",Dade
W883445,FAIR CLAIM EXPERTS PUBLIC ADJUSTERS,"=""20417416""",Resident,VALID,8/4/2022 12:00:00 AM,ORLANDO,FL,"=""32804""",Orange
G121502,TEST ADJUSTING FIRM,"=""21172705""",Resident,VALID,10/27/2025 12:00:00 AM,TALLAHASSEE,FL,"=""32303""",Leon
W900588,CLAIMING AMERICA,"=""20470663""",Resident,VALID,9/21/2022 12:00:00 AM,CLEARWATER,FL,"=""33763""",Pinellas
W887598,FIRST CLASS CLAIMS ADJUSTERS,"=""20430088""",Resident,VALID,8/16/2022 12:00:00 AM,FORT LAUDERDALE,FL,"=""33309""",Broward
W882992,2131 COLLECTIVE,"=""20415862""",Resident,VALID,8/3/2022 12:00:00 AM,CAPE CORAL,FL,"=""33914""",Lee
W891910,UNIFIED PUBLIC ADVOCACY A NJ NONPROFIT COPRORATION,"=""19159351""",Non-Resident,VALID,8/29/2022 12:00:00 AM,NEWTOWN,PA,"=""18940""",
W896256,"FLORIDA CERTIFIED PUBLIC INSURANCE ADJUSTERS, LLC","=""20457758""",Resident,VALID,9/10/2022 12:00:00 AM,PORT SAINT LUCIE,FL,"=""34986""",St. Lucie
W885360,"CLAIMPRO NOW, INC.","=""20423570""",Resident,VALID,8/10/2022 12:00:00 AM,MIAMI,FL,"=""33176""",Dade
